"rank","name","dcountry","divenum","divecode","DD","J1","J2","J3","J4","J5","J6","J7","divepts","diverank","totalpts","overallrank","pointsbehind","event","round","year","competition"
3,"IMBEAU-DULAC Francois","CAN",2,"107B",3.1,7,6,7,6.5,7,6.5,6,"62","5",132.5,"5",40.75," men's 3m springboard","semifinal a","2019","World_Series_London"
3,"IMBEAU-DULAC Francois","CAN",3,"307C",3.5,6.5,7,7.5,7.5,7,7.5,6.5,"75.25","2",207.75,"5",56.5," men's 3m springboard","semifinal a","2019","World_Series_London"
3,"IMBEAU-DULAC Francois","CAN",4,"5156B",3.9,7.5,7.5,7.5,7,7,7,7.5,"85.8","1",293.55,"3",50.6," men's 3m springboard","semifinal a","2019","World_Series_London"
3,"IMBEAU-DULAC Francois","CAN",5,"405B",3,8,7.5,8,7.5,7.5,8,7.5,"69","4",362.55,"3",72.8," men's 3m springboard","semifinal a","2019","World_Series_London"
3,"IMBEAU-DULAC Francois","CAN",6,"5337D",3.5,7,6.5,7,7,7,7,7.5,"73.5","3",436.05,"3",76.7," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",1,"407C",3.4,7.5,7,8,7,7.5,7.5,7.5,"76.5","2",76.5,"2",5.1," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",2,"205B",3,7.5,7,8,7,7,8,7,"64.5","4",141,"4",32.25," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",3,"5353B",3.3,7.5,7.5,8,7.5,7.5,7.5,8,"74.25","3",215.25,"3",49," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",4,"307C",3.5,5.5,5.5,5.5,6.5,6.5,5.5,6.5,"61.25","4",276.5,"4",67.65," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",5,"109C",3.8,6.5,6.5,6,6.5,6.5,5.5,5,"72.2","3",348.7,"4",86.65," men's 3m springboard","semifinal a","2019","World_Series_London"
4,"KOLODIY Oleg","UKR",6,"5253B",3.4,6,7.5,7,7.5,7,7,7,"71.4","5",420.1,"4",92.65," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",1,"407C",3.4,7.5,7,7.5,6.5,7,7,6.5,"71.4","4",71.4,"4",10.2," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",2,"107B",3.1,8,7.5,7.5,8,8,7.5,8,"72.85","3",144.25,"3",29," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",3,"109C",3.8,6.5,6,6.5,6,5.5,5.5,5,"66.5","5",210.75,"4",53.5," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",4,"205B",3,5,4,4.5,4.5,5,4,4,"39","5",249.75,"5",94.4," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",5,"307C",3.5,4.5,4.5,5.5,5,5,4.5,4,"49","5",298.75,"5",136.6," men's 3m springboard","semifinal a","2019","World_Series_London"
5,"DUTOIT Guillaume","SUI",6,"5154B",3.4,7.5,7,7.5,7.5,7.5,7,7.5,"76.5","2",375.25,"5",137.5," men's 3m springboard","semifinal a","2019","World_Series_London"
1,"KEENEY Maddison","AUS",1,"205B",3,8,8,7.5,8,8,7.5,8,"72","1",72,"1",NA,"women's 3m springboard","semifinal a","2019","World_Series_London"
1,"KEENEY Maddison","AUS",2,"305B",3,7.5,7.5,8,8,8,8,8,"72","2",144,"1",NA,"women's 3m springboard","semifinal a","2019","World_Series_London"
1,"KEENEY Maddison","AUS",3,"405B",3,8,8,8,8,8,7.5,8,"72","=1",216,"1",NA,"women's 3m springboard","semifinal a","2019","World_Series_London"
1,"KEENEY Maddison","AUS",4,"107B",3.1,8,7.5,8,7.5,8,8,8.5,"74.4","1",290.4,"1",NA,"women's 3m springboard","semifinal a","2019","World_Series_London"
1,"KEENEY Maddison","AUS",5,"5154B",3.4,7.5,7,7,7.5,7.5,7,7.5,"74.8","1",365.2,"1",NA,"women's 3m springboard","semifinal a","2019","World_Series_London"
2,"LIN Shan","CHN",1,"205B",3,7.5,7.5,7,7,6.5,6.5,7,"63","4",63,"4",9,"women's 3m springboard","semifinal a","2019","World_Series_London"
2,"LIN Shan","CHN",2,"305B",3,8.5,9,8.5,9,8,9,7.5,"78","1",141,"2",3,"women's 3m springboard","semifinal a","2019","World_Series_London"
2,"LIN Shan","CHN",3,"5152B",3,8,8.5,8,8,8.5,8,8,"72","=1",213,"2",3,"women's 3m springboard","semifinal a","2019","World_Series_London"
2,"LIN Shan","CHN",4,"107B",3.1,7.5,8,8,8.5,8.5,7.5,7.5,"72.85","2",285.85,"2",4.55,"women's 3m springboard","semifinal a","2019","World_Series_London"
2,"LIN Shan","CHN",5,"405B",3,5.5,6,4.5,5,5.5,4.5,4.5,"45","6",330.85,"2",34.35,"women's 3m springboard","semifinal a","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",1,"405B",3,7,7.5,7.5,7.5,7.5,7.5,7,"67.5","2",67.5,"2",4.5,"women's 3m springboard","semifinal a","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",2,"107B",3.1,7,7,7,7,7,7,7,"65.1","=4",132.6,"3",11.4,"women's 3m springboard","semifinal a","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",3,"205B",3,7,7,6.5,6.5,6.5,6,6.5,"58.5","=5",191.1,"5",24.9,"women's 3m springboard","semifinal a","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",4,"305B",3,6.5,6.5,7,6.5,6.5,6.5,6.5,"58.5","5",249.6,"5",40.8,"women's 3m springboard","semifinal a","2019","World_Series_London"
3,"SABRI Nur Dhabitah Binti","MAS",5,"5152B",3,7.5,7.5,7,7.5,8,7.5,7.5,"67.5","=2",317.1,"3",48.1,"women's 3m springboard","semifinal a","2019","World_Series_London"
4,"JANSEN Inge","NED",1,"205B",3,6.5,6,6.5,7.5,6,7,6.5,"58.5","5",58.5,"5",13.5,"women's 3m springboard","semifinal a","2019","World_Series_London"
4,"JANSEN Inge","NED",2,"5152B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.5","3",126,"5",18,"women's 3m springboard","semifinal a","2019","World_Series_London"
4,"JANSEN Inge","NED",3,"305B",3,7.5,7.5,7.5,7.5,7,7,7.5,"67.5","4",193.5,"4",22.5,"women's 3m springboard","semifinal a","2019","World_Series_London"
4,"JANSEN Inge","NED",4,"107B",3.1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,"60.45","4",253.95,"3",36.45,"women's 3m springboard","semifinal a","2019","World_Series_London"
4,"JANSEN Inge","NED",5,"405B",3,7.5,7,7,7,7,6.5,7,"63","4",316.95,"4",48.25,"women's 3m springboard","semifinal a","2019","World_Series_London"
5,"ILINYKH Kristina","RUS",1,"405B",3,6,6,6,5.5,6,5.5,6,"54","6",54,"6",18,"women's 3m springboard","semifinal a","2019","World_Series_London"
5,"ILINYKH Kristina","RUS",2,"107B",3.1,6.5,7,7,7,7,7,6.5,"65.1","=4",119.1,"6",24.9,"women's 3m springboard","semifinal a","2019","World_Series_London"
5,"ILINYKH Kristina","RUS",3,"205B",3,6,7,6.5,6.5,6.5,6.5,6,"58.5","=5",177.6,"6",38.4,"women's 3m springboard","semifinal a","2019","World_Series_London"
5,"ILINYKH Kristina","RUS",4,"305B",3,7.5,8,8,7.5,8,8,7.5,"70.5","3",248.1,"6",42.3,"women's 3m springboard","semifinal a","2019","World_Series_London"
5,"ILINYKH Kristina","RUS",5,"5152B",3,7,7.5,7.5,7.5,7.5,7.5,7,"67.5","=2",315.6,"5",49.6,"women's 3m springboard","semifinal a","2019","World_Series_London"
6,"POLIAKOVA Mariia","RUS",1,"5152B",3,7.5,7.5,7.5,7,7.5,7,7,"66","3",66,"3",6,"women's 3m springboard","semifinal a","2019","World_Series_London"
6,"POLIAKOVA Mariia","RUS",2,"205B",3,7,6.5,7,7,7.5,7.5,7,"63","6",129,"4",15,"women's 3m springboard","semifinal a","2019","World_Series_London"
6,"POLIAKOVA Mariia","RUS",3,"305B",3,8,7.5,8,8,7.5,7.5,8,"70.5","3",199.5,"3",16.5,"women's 3m springboard","semifinal a","2019","World_Series_London"
6,"POLIAKOVA Mariia","RUS",4,"107B",3.1,5.5,5.5,5.5,6,5.5,5.5,5.5,"51.15","6",250.65,"4",39.75,"women's 3m springboard","semifinal a","2019","World_Series_London"
6,"POLIAKOVA Mariia","RUS",5,"405B",3,6.5,6.5,6.5,7,7,6.5,6.5,"58.5","5",309.15,"6",56.05,"women's 3m springboard","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",1,"407C",3.2,9,8.5,9,9,9,8.5,9,"86.4","2",86.4,"2",3.2," men's 10m platform","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",2,"5253B",3.2,8.5,8.5,8.5,9,9,8,8.5,"81.6","4",168,"2",10.7," men's 10m platform","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",3,"626B",3.5,9.5,8.5,10,9,9.5,8.5,9,"96.25","1",264.25,"2",3.55," men's 10m platform","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",4,"307C",3.4,9.5,9,10,10,9,9,9,"93.5","1",357.75,"2",1.85," men's 10m platform","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",5,"207B",3.6,8.5,9,9,8.5,9,8.5,9,"95.4","1",453.15,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
1,"YANG Hao","CHN",6,"109C",3.7,9.5,9.5,9.5,9,9,9,9,"101.75","1",554.9,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",1,"407C",3.2,9,9.5,9.5,10,9,9,9.5,"89.6","1",89.6,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",2,"626C",3.3,9,8.5,9,9,9.5,9.5,9,"89.1","1",178.7,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",3,"207C",3.3,9,9,9,9,10,9,9,"89.1","3",267.8,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",4,"307C",3.4,9,9,9.5,9,9,9,9.5,"91.8","2",359.6,"1",NA," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",5,"109C",3.7,8,8.5,8,8,8.5,9,9,"92.5","2",452.1,"2",1.05," men's 10m platform","semifinal a","2019","World_Series_London"
2,"LIAN Junjie","CHN",6,"5253B",3.2,9,9.5,9,9,9,9,8.5,"86.4","=2",538.5,"2",16.4," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",1,"407C",3.2,8,8.5,8.5,8.5,8,8.5,9,"81.6","3",81.6,"3",8," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",2,"307C",3.4,8,8,8,8,9,8.5,8.5,"83.3","3",164.9,"3",13.8," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",3,"626B",3.5,8.5,8,9,9,9,8.5,8.5,"91","2",255.9,"3",11.9," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",4,"207B",3.6,8,8,8.5,8,8.5,8,7.5,"86.4","3",342.3,"3",17.3," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",5,"109C",3.7,5.5,5,5.5,5,5.5,5.5,5.5,"61.05","5",403.35,"3",49.8," men's 10m platform","semifinal a","2019","World_Series_London"
3,"BONDAR Aleksandr","RUS",6,"5255B",3.6,8,8,8.5,8,8.5,8,7.5,"86.4","=2",489.75,"3",65.15," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",1,"107B",3,8.5,8,8.5,8.5,8.5,8,8.5,"76.5","4",76.5,"4",13.1," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",2,"207C",3.3,8,7.5,8.5,7.5,7.5,7.5,8,"75.9","5",152.4,"5",26.3," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",3,"626C",3.3,7.5,7.5,7,7,7,6.5,7,"69.3","4",221.7,"4",46.1," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",4,"407C",3.2,8.5,8,8.5,8,7.5,7.5,8,"76.8","4",298.5,"4",61.1," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",5,"307C",3.4,6.5,7.5,6.5,7,7,6.5,7.5,"69.7","4",368.2,"4",84.95," men's 10m platform","semifinal a","2019","World_Series_London"
4,"RIENDEAU Vincent","CAN",6,"5253B",3.2,8,8,8,8,8,7.5,8,"76.8","5",445,"4",109.9," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",1,"407C",3.2,7.5,7.5,7,7.5,8,7,7.5,"72","5",72,"5",17.6," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",2,"6245D",3.6,7.5,8,8,7.5,8,8,7.5,"84.6","2",156.6,"4",22.1," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",3,"109C",3.7,3,3.5,3.5,3,3.5,3,3.5,"37","5",193.6,"5",74.2," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",4,"207B",3.6,7,7,7,6.5,6.5,6.5,6.5,"72","5",265.6,"5",94," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",5,"307C",3.4,9,9,9,9.5,8.5,8.5,9,"91.8","3",357.4,"5",95.75," men's 10m platform","semifinal a","2019","World_Series_London"
5,"SHLEIKHER Nikita","RUS",6,"5255B",3.6,8,8,8,8,8,8.5,7.5,"86.4","=2",443.8,"5",111.1," men's 10m platform","semifinal a","2019","World_Series_London"
1,"KANETO Rin","JPN",1,"107B",3,5.5,5.5,5.5,5,5.5,5.5,5.5,"49.5","5",49.5,"5",22.5,"women's 10m platform","semifinal a","2019","World_Series_London"
1,"KANETO Rin","JPN",2,"207C",3.3,8,8.5,7.5,7.5,8,7,8,"77.55","1",127.05,"3",6.15,"women's 10m platform","semifinal a","2019","World_Series_London"
1,"KANETO Rin","JPN",3,"407C",3.2,7.5,8.5,7.5,7.5,8,8,7,"73.6","1",200.65,"1",NA,"women's 10m platform","semifinal a","2019","World_Series_London"
1,"KANETO Rin","JPN",4,"305C",2.8,9,9,8.5,8.5,9,9,8.5,"74.2","1",274.85,"1",NA,"women's 10m platform","semifinal a","2019","World_Series_London"
1,"KANETO Rin","JPN",5,"5237D",3.3,7,6.5,6,6.5,6.5,7,6.5,"64.35","3",339.2,"1",NA,"women's 10m platform","semifinal a","2019","World_Series_London"
2,"BIRCH Robyn","GBR",1,"6243D",3.2,7.5,7.5,7.5,7.5,7,7.5,7,"72","1",72,"1",NA,"women's 10m platform","semifinal a","2019","World_Series_London"
2,"BIRCH Robyn","GBR",2,"305C",2.8,7.5,7,7,7,7,7,7,"58.8","=4",130.8,"2",2.4,"women's 10m platform","semifinal a","2019","World_Series_London"
2,"BIRCH Robyn","GBR",3,"407C",3.2,6.5,7.5,6,6.5,6.5,7,6,"62.4","3",193.2,"2",7.45,"women's 10m platform","semifinal a","2019","World_Series_London"
2,"BIRCH Robyn","GBR",4,"107B",3,7.5,7.5,7.5,7.5,7,7.5,8,"67.5","3",260.7,"2",14.15,"women's 10m platform","semifinal a","2019","World_Series_London"
2,"BIRCH Robyn","GBR",5,"5253B",3.2,7.5,7.5,7.5,8.5,7.5,7.5,8,"72","=1",332.7,"2",6.5,"women's 10m platform","semifinal a","2019","World_Series_London"
3,"McKAY Caeli","CAN",1,"107B",3,7,6.5,6.5,6.5,7,7,7,"61.5","3",61.5,"3",10.5,"women's 10m platform","semifinal a","2019","World_Series_London"
3,"McKAY Caeli","CAN",2,"305C",2.8,7.5,7.5,6.5,6.5,7,7,7,"58.8","=4",120.3,"4",12.9,"women's 10m platform","semifinal a","2019","World_Series_London"
3,"McKAY Caeli","CAN",3,"407C",3.2,5.5,4.5,5,5,5.5,6,5.5,"51.2","4",171.5,"5",29.15,"women's 10m platform","semifinal a","2019","World_Series_London"
3,"McKAY Caeli","CAN",4,"207C",3.3,6,7,6.5,6.5,6,6,7,"62.7","4",234.2,"5",40.65,"women's 10m platform","semifinal a","2019","World_Series_London"
3,"McKAY Caeli","CAN",5,"5253B",3.2,7.5,7.5,7,7.5,7,7.5,7.5,"72","=1",306.2,"3",33,"women's 10m platform","semifinal a","2019","World_Series_London"
4,"TIMOSHININA Iuliia","RUS",1,"107B",3,7.5,7.5,7,7,7.5,8,7,"66","2",66,"2",6,"women's 10m platform","semifinal a","2019","World_Series_London"
4,"TIMOSHININA Iuliia","RUS",2,"407C",3.2,7,7,6.5,7,7,7.5,6.5,"67.2","2",133.2,"1",NA,"women's 10m platform","semifinal a","2019","World_Series_London"
4,"TIMOSHININA Iuliia","RUS",3,"207C",3.3,4.5,5.5,4.5,5,5.5,5,5,"49.5","5",182.7,"4",17.95,"women's 10m platform","semifinal a","2019","World_Series_London"
4,"TIMOSHININA Iuliia","RUS",4,"6142D",3.1,8,7,7.5,7,7.5,7.5,7,"68.2","2",250.9,"3",23.95,"women's 10m platform","semifinal a","2019","World_Series_London"
4,"TIMOSHININA Iuliia","RUS",5,"5253B",3.2,6,4.5,5.5,5.5,6.5,6,5,"54.4","5",305.3,"4",33.9,"women's 10m platform","semifinal a","2019","World_Series_London"
5,"van DUIJN Celine","NED",1,"405B",2.8,7,7,7,7.5,6.5,7.5,7.5,"60.2","4",60.2,"4",11.8,"women's 10m platform","semifinal a","2019","World_Series_London"
5,"van DUIJN Celine","NED",2,"205B",2.9,7.5,7,7,7,6.5,6.5,6.5,"59.45","3",119.65,"5",13.55,"women's 10m platform","semifinal a","2019","World_Series_London"
5,"van DUIJN Celine","NED",3,"6243D",3.2,7.5,7.5,7,7,7,7.5,7.5,"70.4","2",190.05,"3",10.6,"women's 10m platform","semifinal a","2019","World_Series_London"
5,"van DUIJN Celine","NED",4,"107B",3,7,6.5,6.5,6.5,6,6.5,6.5,"58.5","5",248.55,"4",26.3,"women's 10m platform","semifinal a","2019","World_Series_London"
5,"van DUIJN Celine","NED",5,"5253B",3.2,6,6,5.5,6,5.5,5,7,"56","4",304.55,"5",34.65,"women's 10m platform","semifinal a","2019","World_Series_London"
1,"LAUGHER Jack","GBR",1,"5154B",3.4,8,8.5,8,8.5,8.5,9,8.5,"86.7","1",86.7,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",2,"307C",3.5,8.5,8.5,8,8,8.5,8,8,"85.75","1",172.45,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",3,"407C",3.4,8.5,8.5,9,8.5,9,8.5,8.5,"86.7","1",259.15,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",4,"5156B",3.9,8.5,8.5,9,8.5,8.5,8.5,8,"99.45","1",358.6,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",5,"109C",3.8,8,8,8,8,8,7.5,8,"91.2","2",449.8,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"LAUGHER Jack","GBR",6,"207C",3.6,7.5,7,8,7,7.5,7.5,7.5,"81","3",530.8,"1",NA," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",1,"5154B",3.4,8,8.5,8.5,9,8.5,8,8,"85","2",85,"2",1.7," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",2,"205B",3,8.5,8,9,8,8.5,8,8,"73.5","4",158.5,"2",13.95," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",3,"307C",3.5,7.5,8.5,8.5,7.5,8.5,8,7,"84","2",242.5,"2",16.65," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",4,"407C",3.4,8.5,8.5,8.5,8.5,8.5,8.5,8,"86.7","2",329.2,"2",29.4," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",5,"109C",3.8,8.5,8.5,8.5,8.5,8.5,8.5,8.5,"96.9","1",426.1,"2",23.7," men's 3m springboard","semifinal b","2019","World_Series_London"
2,"WANG Zongyuan","CHN",6,"5156B",3.9,4.5,4.5,4.5,4.5,5.5,4,4.5,"52.65","5",478.75,"2",52.05," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",1,"407C",3.4,8,7.5,7.5,8,8,8,7.5,"79.9","3",79.9,"3",6.8," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",2,"107B",3.1,8,7,8,7.5,7.5,7,7.5,"69.75","5",149.65,"5",22.8," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",3,"5154B",3.4,8.5,8,8,8,8.5,8,8,"81.6","3",231.25,"3",27.9," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",4,"207C",3.6,4.5,4.5,5.5,4.5,5.5,4.5,5.5,"52.2","5",283.45,"5",75.15," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",5,"307C",3.5,5.5,6.5,6,7,7.5,7,7,"71.75","4",355.2,"4",94.6," men's 3m springboard","semifinal b","2019","World_Series_London"
3,"KUZNETSOV Evgenii","RUS",6,"109C",3.8,9,9,8.5,9,8.5,8.5,8.5,"98.8","1",454,"3",76.8," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",1,"205B",3,7,8,8,8,7.5,7,8,"70.5","5",70.5,"5",16.2," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",2,"5337D",3.5,8,8,8,8,8,8,8,"84","2",154.5,"4",17.95," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",3,"307C",3.5,6.5,6,7,7,7.5,7,7.5,"73.5","5",228,"5",31.15," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",4,"407C",3.4,6.5,5.5,6,6,6.5,6.5,6.5,"64.6","3",292.6,"3",66," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",5,"107B",3.1,8,7.5,8,7.5,8,8,7.5,"72.85","3",365.45,"3",84.35," men's 3m springboard","semifinal b","2019","World_Series_London"
4,"GAGNE Philippe","CAN",6,"5154B",3.4,8,8,8,8,8,8,8,"81.6","2",447.05,"4",83.75," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",1,"5154B",3.4,7.5,7.5,8,8,8.5,7.5,7.5,"78.2","4",78.2,"4",8.5," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",2,"407C",3.4,7.5,8,7.5,7.5,8,7,7.5,"76.5","3",154.7,"3",17.75," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",3,"107B",3.1,8,7.5,7.5,8.5,8,8,8,"74.4","4",229.1,"4",30.05," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",4,"307C",3.5,5,6,5.5,5.5,6,6,5.5,"59.5","4",288.6,"4",70," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",5,"205B",3,5.5,6,7,6.5,6.5,6.5,6.5,"58.5","5",347.1,"5",102.7," men's 3m springboard","semifinal b","2019","World_Series_London"
5,"CASTILLO HUERTA Yahel Ernesto","MEX",6,"5156B",3.9,7,6.5,6.5,7,7,6,7,"79.95","4",427.05,"5",103.75," men's 3m springboard","semifinal b","2019","World_Series_London"
1,"ABEL Jennifer","CAN",1,"405B",3,7.5,7.5,7,7.5,7,7.5,7.5,"67.5","=2",67.5,"=2",4.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
1,"ABEL Jennifer","CAN",2,"305B",3,8,8,7.5,8,8,8.5,8,"72","1",139.5,"1",NA,"women's 3m springboard","semifinal b","2019","World_Series_London"
1,"ABEL Jennifer","CAN",3,"107B",3.1,8,8,7.5,8,8,8,8.5,"74.4","1",213.9,"1",NA,"women's 3m springboard","semifinal b","2019","World_Series_London"
1,"ABEL Jennifer","CAN",4,"205B",3,8.5,8,8,8,8,8,8,"72","3",285.9,"1",NA,"women's 3m springboard","semifinal b","2019","World_Series_London"
1,"ABEL Jennifer","CAN",5,"5154B",3.4,6.5,7,6.5,6.5,6.5,6.5,7,"66.3","5",352.2,"1",NA,"women's 3m springboard","semifinal b","2019","World_Series_London"
2,"WARE Pamela","CAN",1,"205B",3,7.5,7.5,7.5,7.5,7.5,7.5,7.5,"67.5","=2",67.5,"=2",4.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
2,"WARE Pamela","CAN",2,"107B",3.1,7,7.5,7,7.5,7.5,7.5,7.5,"69.75","2",137.25,"2",2.25,"women's 3m springboard","semifinal b","2019","World_Series_London"
2,"WARE Pamela","CAN",3,"405B",3,6.5,7,7,7,7,7.5,7,"63","4",200.25,"2",13.65,"women's 3m springboard","semifinal b","2019","World_Series_London"
2,"WARE Pamela","CAN",4,"305B",3,8,7,7.5,6.5,7.5,7.5,7.5,"67.5","4",267.75,"2",18.15,"women's 3m springboard","semifinal b","2019","World_Series_London"
2,"WARE Pamela","CAN",5,"5152B",3,7.5,7.5,7.5,7.5,7.5,7.5,8,"67.5","=2",335.25,"2",16.95,"women's 3m springboard","semifinal b","2019","World_Series_London"
3,"REID Grace","GBR",1,"405B",3,7,7,7.5,7,7,7,7,"63","=4",63,"=4",9,"women's 3m springboard","semifinal b","2019","World_Series_London"
3,"REID Grace","GBR",2,"205B",3,7.5,7,7,8,7,7,7,"63","5",126,"4",13.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
3,"REID Grace","GBR",3,"305B",3,7.5,7.5,7,7.5,7,7,7.5,"66","=2",192,"4",21.9,"women's 3m springboard","semifinal b","2019","World_Series_London"
3,"REID Grace","GBR",4,"107B",3.1,8,8,8,8,8,7.5,8,"74.4","=1",266.4,"3",19.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
3,"REID Grace","GBR",5,"5152B",3,7.5,7.5,7,7,7,6.5,7.5,"64.5","6",330.9,"3",21.3,"women's 3m springboard","semifinal b","2019","World_Series_London"
4,"CHANG Yani","CHN",1,"405B",3,8,8,8.5,7.5,8,8,8,"72","1",72,"1",NA,"women's 3m springboard","semifinal b","2019","World_Series_London"
4,"CHANG Yani","CHN",2,"205B",3,5.5,5,5.5,6.5,5.5,6,5,"49.5","6",121.5,"6",18,"women's 3m springboard","semifinal b","2019","World_Series_London"
4,"CHANG Yani","CHN",3,"305B",3,5.5,4.5,4.5,5.5,5,5.5,5,"46.5","5",168,"5",45.9,"women's 3m springboard","semifinal b","2019","World_Series_London"
4,"CHANG Yani","CHN",4,"107B",3.1,8,8.5,7,8,8,8,8,"74.4","=1",242.4,"5",43.5,"women's 3m springboard","semifinal b","2019","World_Series_London"
