"event","round","divenum","J1","J2","J3","J4","J5","J6","J7","year","competition"
"women's 3m springboard","semifinal",2,"ROCHA CHAVEZ Sergio","da CONCEICAO Oswaldo Augusto","ILIES Danielamihaela","SAADALLAH Khaled Gamil","SZEKFFY Nora","NOVOTNA Hana","TELLEFSEN Arne","2016","World_Cup"
"women's 3m springboard","semifinal",5,"ROCHA CHAVEZ Sergio","da CONCEICAO Oswaldo Augusto","ILIES Danielamihaela","SAADALLAH Khaled Gamil","SZEKFFY Nora","NOVOTNA Hana","TELLEFSEN Arne","2016","World_Cup"
"women's 3m springboard","semifinal",3,"AXTELIUS Peter Olof","PIKTURNIENE Ale","RAO Lang","MORNEAU Helene","TOULOUDIS Nikolaos","LATIMER Simon James","ALVARADO SALAZAR Ulises Alejandro","2016","World_Cup"
"women's 3m springboard","semifinal",4,"AXTELIUS Peter Olof","PIKTURNIENE Ale","RAO Lang","MORNEAU Helene","TOULOUDIS Nikolaos","LATIMER Simon James","ALVARADO SALAZAR Ulises Alejandro","2016","World_Cup"
" men's 10m platform","semifinal",1,"ROCHA CHAVEZ Sergio","AYRES BARBOSA Ana Virginia","RAO Lang","SAADALLAH Khaled Gamil","SZEKFFY Nora","LATIMER Simon James","VINOGRADOV Alexander","2016","World_Cup"
" men's 10m platform","semifinal",2,"ROCHA CHAVEZ Sergio","AYRES BARBOSA Ana Virginia","RAO Lang","SAADALLAH Khaled Gamil","SZEKFFY Nora","LATIMER Simon James","VINOGRADOV Alexander","2016","World_Cup"
" men's 10m platform","semifinal",5,"ROCHA CHAVEZ Sergio","AYRES BARBOSA Ana Virginia","RAO Lang","SAADALLAH Khaled Gamil","SZEKFFY Nora","LATIMER Simon James","VINOGRADOV Alexander","2016","World_Cup"
" men's 10m platform","semifinal",3,"AXTELIUS Peter Olof","PIKTURNIENE Ale","van der VOORT Ronald Hendrikus The","MORNEAU Helene","TOULOUDIS Nikolaos","YEOH Ken Nee","ALVARADO SALAZAR Ulises Alejandro","2016","World_Cup"
" men's 10m platform","semifinal",4,"AXTELIUS Peter Olof","PIKTURNIENE Ale","van der VOORT Ronald Hendrikus The","MORNEAU Helene","TOULOUDIS Nikolaos","YEOH Ken Nee","ALVARADO SALAZAR Ulises Alejandro","2016","World_Cup"
" men's 10m platform","semifinal",6,"AXTELIUS Peter Olof","PIKTURNIENE Ale","van der VOORT Ronald Hendrikus The","MORNEAU Helene","TOULOUDIS Nikolaos","YEOH Ken Nee","ALVARADO SALAZAR Ulises Alejandro","2016","World_Cup"
"women's 10m platform","semifinal",1,"MAMONTOV Andrei","BROOKER Gillian Ann Dunbar","PIKTURNIENE Ale","HUFFMAN Colleen Smith","ILIES Danielamihaela","KANETO Yuki","TELLEFSEN Arne","2016","World_Cup"
"women's 10m platform","semifinal",2,"MAMONTOV Andrei","BROOKER Gillian Ann Dunbar","PIKTURNIENE Ale","HUFFMAN Colleen Smith","ILIES Danielamihaela","KANETO Yuki","TELLEFSEN Arne","2016","World_Cup"
"women's 10m platform","semifinal",5,"MAMONTOV Andrei","BROOKER Gillian Ann Dunbar","PIKTURNIENE Ale","HUFFMAN Colleen Smith","ILIES Danielamihaela","KANETO Yuki","TELLEFSEN Arne","2016","World_Cup"
"women's 10m platform","semifinal",3,"ROCHA CHAVEZ Sergio","SAADALLAH Khaled Gamil","RAO Lang","ALVARADO SALAZAR Ulises Alejandro","YEOH Ken Nee","NOVOTNA Hana","MORNEAU Helene","2016","World_Cup"
"women's 10m platform","semifinal",4,"ROCHA CHAVEZ Sergio","SAADALLAH Khaled Gamil","RAO Lang","ALVARADO SALAZAR Ulises Alejandro","YEOH Ken Nee","NOVOTNA Hana","MORNEAU Helene","2016","World_Cup"
" men's 3m springboard","final",1,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
" men's 3m springboard","final",2,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
" men's 3m springboard","final",3,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
" men's 3m springboard","final",4,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
" men's 3m springboard","final",5,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
" men's 3m springboard","final",6,"FABER Marc","YEOH Ken Nee","RUIZ PEDREGUERA Rolando","SZEKFFY Nora","KANETO Yuki","LATIMER Simon James","TELLEFSEN Arne","2016","World_Cup"
"women's 3m springboard","final",1,"NOVOTNA Hana","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","KELEMENVAN de KONIJNENBU Ildiko M","AYRES BARBOSA Ana Virginia","PARK Yoo Hyun","LATIMER Simon James","2016","World_Cup"
"women's 3m springboard","final",2,"NOVOTNA Hana","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","KELEMENVAN de KONIJNENBU Ildiko M","AYRES BARBOSA Ana Virginia","PARK Yoo Hyun","LATIMER Simon James","2016","World_Cup"
"women's 3m springboard","final",3,"NOVOTNA Hana","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","KELEMENVAN de KONIJNENBU Ildiko M","AYRES BARBOSA Ana Virginia","PARK Yoo Hyun","LATIMER Simon James","2016","World_Cup"
"women's 3m springboard","final",4,"NOVOTNA Hana","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","KELEMENVAN de KONIJNENBU Ildiko M","AYRES BARBOSA Ana Virginia","PARK Yoo Hyun","LATIMER Simon James","2016","World_Cup"
"women's 3m springboard","final",5,"NOVOTNA Hana","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","KELEMENVAN de KONIJNENBU Ildiko M","AYRES BARBOSA Ana Virginia","PARK Yoo Hyun","LATIMER Simon James","2016","World_Cup"
" men's 10m platform","final",1,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
" men's 10m platform","final",2,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
" men's 10m platform","final",3,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
" men's 10m platform","final",4,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
" men's 10m platform","final",5,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
" men's 10m platform","final",6,"LATIMER Simon James","van der VOORT Ronald Hendrikus The","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","LER Soon Tien","2016","World_Cup"
"women's 10m platform","final",1,"LER Soon Tien","LATIMER Simon James","VINOGRADOV Alexander","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","AXTELIUS Peter Olof","2016","World_Cup"
"women's 10m platform","final",2,"LER Soon Tien","LATIMER Simon James","VINOGRADOV Alexander","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","AXTELIUS Peter Olof","2016","World_Cup"
"women's 10m platform","final",3,"LER Soon Tien","LATIMER Simon James","VINOGRADOV Alexander","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","AXTELIUS Peter Olof","2016","World_Cup"
"women's 10m platform","final",4,"LER Soon Tien","LATIMER Simon James","VINOGRADOV Alexander","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","AXTELIUS Peter Olof","2016","World_Cup"
"women's 10m platform","final",5,"LER Soon Tien","LATIMER Simon James","VINOGRADOV Alexander","AYRES BARBOSA Ana Virginia","KELEMENVAN de KONIJNENBU Ildiko M","RUIZ PEDREGUERA Rolando","AXTELIUS Peter Olof","2016","World_Cup"
" men's 3m springboard","semifinal a",1,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",2,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",3,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",4,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",5,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",6,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
"women's 3m springboard","semifinal a",1,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal a",2,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal a",3,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal a",4,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal a",5,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",1,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",2,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",3,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",4,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",5,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal a",6,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 10m platform","semifinal a",1,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal a",2,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal a",3,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal a",4,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal a",5,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",1,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",2,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",3,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",4,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",5,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
" men's 3m springboard","semifinal b",6,"HASSAN Mohamed","KOLIC Natasha","RAO Lang","BIMIS Thomas","AVASILOAE Florin","SEUFERTSHOLTIS Chris","LATIMER Simon","2016","World_Series_Beijing"
"women's 3m springboard","semifinal b",1,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal b",2,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal b",3,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal b",4,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 3m springboard","semifinal b",5,"KELEMEN Ildiko","XIUREN Wu","HASSAN Mohamed","BIMIS Thomas","LATIMER Simon","AVASILOAE Florin","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",1,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",2,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",3,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",4,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",5,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
" men's 10m platform","semifinal b",6,"HASSAN Mohamed","XIUREN Wu","LATIMER Simon","KELEMEN Ildiko","BIMIS Thomas","KOLIC Natasha","SEUFERTSHOLTIS Chris","2016","World_Series_Beijing"
"women's 10m platform","semifinal b",1,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal b",2,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal b",3,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal b",4,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
"women's 10m platform","semifinal b",5,"RAO Lang","AVASILOAE Florin","SEUFERTSHOLTIS Chris","HASSAN Mohamed","KOLIC Natasha","LATIMER Simon","KELEMEN Ildiko","2016","World_Series_Beijing"
" men's 3m springboard","final",1,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
" men's 3m springboard","final",2,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
" men's 3m springboard","final",3,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
" men's 3m springboard","final",4,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
" men's 3m springboard","final",5,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
" men's 3m springboard","final",6,"SEUFERTSHOLTIS Chris","BIMIS Thomas","AVASILOAE Florin","HASSAN Mohamed","LATIMER Simon","KOLIC Natasha","RAO Lang","2016","World_Series_Beijing"
"women's 3m springboard","final",1,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas","2016","World_Series_Beijing"
"women's 3m springboard","final",2,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas","2016","World_Series_Beijing"
"women's 3m springboard","final",3,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas","2016","World_Series_Beijing"
"women's 3m springboard","final",4,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas","2016","World_Series_Beijing"
"women's 3m springboard","final",5,"SEUFERTSHOLTIS Chris","HASSAN Mohamed","LATIMER Simon","AVASILOAE Florin","KELEMEN Ildiko","XIUREN Wu","BIMIS Thomas","2016","World_Series_Beijing"
" men's 10m platform","final",1,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 10m platform","final",2,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 10m platform","final",3,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 10m platform","final",4,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 10m platform","final",5,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 10m platform","final",6,"XIUREN Wu","LATIMER Simon","BIMIS Thomas","SEUFERTSHOLTIS Chris","KOLIC Natasha","KELEMEN Ildiko","HASSAN Mohamed","2016","World_Series_Beijing"
"women's 10m platform","final",1,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed","2016","World_Series_Beijing"
"women's 10m platform","final",2,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed","2016","World_Series_Beijing"
"women's 10m platform","final",3,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed","2016","World_Series_Beijing"
"women's 10m platform","final",4,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed","2016","World_Series_Beijing"
"women's 10m platform","final",5,"KOLIC Natasha","KELEMEN Ildiko","AVASILOAE Florin","LATIMER Simon","RAO Lang","SEUFERTSHOLTIS Chris","HASSAN Mohamed","2016","World_Series_Beijing"
" men's 3m springboard","semifinal a",1,"GILDEMEISTER Peter","LER Damien Soon Tien","GOLOVAN Anatoly","RIOS Cristina","ITO Masaki","TOULOUDIS Nikolaos","VYAS Mayur","2016","World_Series_Dubai"
" men's 3m springboard","semifinal a",2,"GILDEMEISTER Peter","LER Damien Soon Tien","GOLOVAN Anatoly","RIOS Cristina","ITO Masaki","TOULOUDIS Nikolaos","VYAS Mayur","2016","World_Series_Dubai"
" men's 3m springboard","semifinal a",3,"GILDEMEISTER Peter","LER Damien Soon Tien","GOLOVAN Anatoly","RIOS Cristina","ITO Masaki","TOULOUDIS Nikolaos","VYAS Mayur","2016","World_Series_Dubai"
" men's 3m springboard","semifinal a",4,"GILDEMEISTER Peter","LER Damien Soon Tien","GOLOVAN Anatoly","RIOS Cristina","ITO Masaki","TOULOUDIS Nikolaos","VYAS Mayur","2016","World_Series_Dubai"
" men's 3m springboard","semifinal a",5,"GILDEMEISTER Peter","LER Damien Soon Tien","GOLOVAN Anatoly","RIOS Cristina","ITO Masaki","TOULOUDIS Nikolaos","VYAS Mayur","2016","World_Series_Dubai"
